task_id,workflow_type,department,step_name,step_number,total_steps,employee_id,priority,start_time,end_time,step_duration_hours,expected_duration_hours,delay_flag,inefficiency_score
TASK0127,System Access Request,Compliance,Access Grant,5,5,EMP004,Medium,2024-12-20 06:59:24,2024-12-20 08:54:36,1.9201,1.0,1,0.9201
TASK0128,Performance Review,Compliance,Self Assessment,1,5,EMP044,High,2024-09-19 10:00:00,2024-09-19 15:32:32,5.5425,3.0,1,0.8475
TASK0128,Performance Review,Compliance,Peer Review,2,5,EMP002,High,2024-09-19 16:16:56,2024-09-19 21:46:41,5.4957,4.0,1,0.3739
TASK0128,Performance Review,Compliance,Manager Evaluation,3,5,EMP039,High,2024-09-19 22:29:32,2024-09-20 04:16:55,5.7897,4.0,1,0.4474
TASK0128,Performance Review,Compliance,HR Processing,4,5,EMP029,High,2024-09-20 05:47:56,2024-09-20 09:29:26,3.6915,3.0,0,0.2305
TASK0128,Performance Review,Compliance,Finalization,5,5,EMP005,High,2024-09-20 10:02:34,2024-09-20 12:49:51,2.7881,2.0,1,0.394
TASK0129,Performance Review,Procurement,Self Assessment,1,5,EMP003,High,2024-07-15 10:00:00,2024-07-15 14:23:16,4.3879,3.0,1,0.4626
TASK0129,Performance Review,Procurement,Peer Review,2,5,EMP044,High,2024-07-15 15:47:43,2024-07-15 22:03:32,6.2636,4.0,1,0.5659
TASK0129,Performance Review,Procurement,Manager Evaluation,3,5,EMP024,High,2024-07-15 23:14:02,2024-07-16 03:40:14,4.4367,4.0,0,0.1092
TASK0129,Performance Review,Procurement,HR Processing,4,5,EMP049,High,2024-07-16 04:43:43,2024-07-16 09:31:05,4.7896,3.0,1,0.5965
TASK0129,Performance Review,Procurement,Finalization,5,5,EMP009,High,2024-07-16 10:08:01,2024-07-16 13:35:27,3.4575,2.0,1,0.7287
TASK0130,Leave Request,Procurement,Request Submission,1,3,EMP002,High,2024-05-07 08:00:00,2024-05-07 08:44:10,0.7362,0.5,1,0.4725
TASK0130,Leave Request,Procurement,Manager Approval,2,3,EMP032,High,2024-05-07 10:20:23,2024-05-07 14:04:50,3.741,2.0,1,0.8705
TASK0130,Leave Request,Procurement,HR Confirmation,3,3,EMP036,High,2024-05-07 15:21:26,2024-05-07 16:30:24,1.1495,1.0,0,0.1495
TASK0131,Purchase Order,Management,PO Creation,1,5,EMP045,Medium,2024-11-09 09:00:00,2024-11-09 11:51:14,2.8541,2.0,1,0.427
TASK0131,Purchase Order,Management,Budget Check,2,5,EMP032,Medium,2024-11-09 13:43:43,2024-11-09 17:24:03,3.6723,3.0,0,0.2241
TASK0131,Purchase Order,Management,Procurement Review,3,5,EMP009,Medium,2024-11-09 18:12:04,2024-11-10 09:00:44,14.811,6.0,1,1.4685
TASK0131,Purchase Order,Management,Vendor Confirmation,4,5,EMP029,Medium,2024-11-10 10:47:29,2024-11-10 19:23:10,8.5946,4.0,1,1.1487
TASK0131,Purchase Order,Management,Delivery,5,5,EMP046,Medium,2024-11-10 20:08:42,2024-11-12 17:14:17,45.0931,24.0,1,0.8789
TASK0132,Invoice Approval,Procurement,Invoice Submission,1,4,EMP036,High,2024-12-29 08:00:00,2024-12-29 09:26:10,1.4362,1.0,1,0.4362
TASK0132,Invoice Approval,Procurement,Finance Review,2,4,EMP020,High,2024-12-29 10:44:57,2024-12-29 19:10:49,8.4309,8.0,0,0.0539
TASK0132,Invoice Approval,Procurement,Manager Sign-off,3,4,EMP046,High,2024-12-29 20:57:26,2024-12-30 03:01:59,6.0757,3.0,1,1.0252
TASK0132,Invoice Approval,Procurement,Payment Processing,4,4,EMP045,High,2024-12-30 04:35:50,2024-12-30 12:58:06,8.3709,6.0,1,0.3951
TASK0133,Compliance Audit,Legal,Audit Initiation,1,5,EMP016,Low,2024-04-12 08:00:00,2024-04-12 13:34:46,5.5795,2.0,1,1.7897
TASK0133,Compliance Audit,Legal,Document Gathering,2,5,EMP002,Low,2024-04-12 15:15:54,2024-04-13 16:16:30,25.0101,8.0,1,2.1263
TASK0133,Compliance Audit,Legal,Review,3,5,EMP037,Low,2024-04-13 17:18:59,2024-04-15 05:13:41,35.9116,12.0,1,1.9926
TASK0133,Compliance Audit,Legal,Finding Report,4,5,EMP036,Low,2024-04-15 06:16:53,2024-04-15 23:23:41,17.1134,6.0,1,1.8522
TASK0133,Compliance Audit,Legal,Sign-off,5,5,EMP006,Low,2024-04-16 00:05:22,2024-04-16 06:59:05,6.8952,3.0,1,1.2984
TASK0134,Leave Request,Management,Request Submission,1,3,EMP005,Critical,2024-07-28 10:00:00,2024-07-28 10:43:39,0.7277,0.5,1,0.4554
TASK0134,Leave Request,Management,Manager Approval,2,3,EMP021,Critical,2024-07-28 11:24:56,2024-07-28 15:04:36,3.6612,2.0,1,0.8306
TASK0134,Leave Request,Management,HR Confirmation,3,3,EMP029,Critical,2024-07-28 16:32:25,2024-07-28 18:13:41,1.6879,1.0,1,0.6879
TASK0135,Vendor Registration,Procurement,Application,1,5,EMP038,Medium,2024-10-09 10:00:00,2024-10-09 14:13:10,4.2196,2.0,1,1.1098
TASK0135,Vendor Registration,Procurement,Document Verification,2,5,EMP009,Medium,2024-10-09 14:59:33,2024-10-09 20:44:17,5.7456,4.0,1,0.4364
TASK0135,Vendor Registration,Procurement,Finance Check,3,5,EMP004,Medium,2024-10-09 21:53:13,2024-10-10 05:35:13,7.7,6.0,1,0.2833
TASK0135,Vendor Registration,Procurement,Legal Clearance,4,5,EMP034,Medium,2024-10-10 07:20:03,2024-10-10 22:55:54,15.5975,10.0,1,0.5597
TASK0135,Vendor Registration,Procurement,Activation,5,5,EMP011,Medium,2024-10-10 23:39:40,2024-10-11 02:53:48,3.2357,2.0,1,0.6178
TASK0136,System Access Request,Legal,Request Submission,1,5,EMP006,High,2024-09-22 09:00:00,2024-09-22 10:05:16,1.0878,0.5,1,1.1756
TASK0136,System Access Request,Legal,IT Review,2,5,EMP041,High,2024-09-22 10:57:49,2024-09-22 14:30:21,3.5424,3.0,0,0.1808
TASK0136,System Access Request,Legal,Security Check,3,5,EMP018,High,2024-09-22 16:26:26,2024-09-23 01:45:53,9.3242,4.0,1,1.331
TASK0136,System Access Request,Legal,Manager Approval,4,5,EMP020,High,2024-09-23 02:27:09,2024-09-23 05:54:35,3.4572,2.0,1,0.7286
TASK0136,System Access Request,Legal,Access Grant,5,5,EMP006,High,2024-09-23 07:19:53,2024-09-23 08:57:50,1.6326,1.0,1,0.6326
TASK0137,IT Support Ticket,IT,Ticket Raised,1,5,EMP047,Medium,2024-12-03 10:00:00,2024-12-03 10:23:55,0.3988,0.5,0,-0.2024
TASK0137,IT Support Ticket,IT,Triage,2,5,EMP022,Medium,2024-12-03 12:15:06,2024-12-03 12:55:14,0.669,1.0,0,-0.331
TASK0137,IT Support Ticket,IT,Assignment,3,5,EMP037,Medium,2024-12-03 14:41:04,2024-12-03 15:50:57,1.1646,1.0,0,0.1646
TASK0137,IT Support Ticket,IT,Resolution,4,5,EMP002,Medium,2024-12-03 16:24:39,2024-12-03 20:28:10,4.0587,4.0,0,0.0147
TASK0137,IT Support Ticket,IT,Closure,5,5,EMP042,Medium,2024-12-03 21:05:29,2024-12-03 21:27:45,0.371,0.5,0,-0.258
TASK0138,Purchase Order,Legal,PO Creation,1,5,EMP002,Critical,2024-11-12 10:00:00,2024-11-12 12:10:42,2.1785,2.0,0,0.0892
TASK0138,Purchase Order,Legal,Budget Check,2,5,EMP041,Critical,2024-11-12 13:25:31,2024-11-12 17:32:21,4.1138,3.0,1,0.3713
TASK0138,Purchase Order,Legal,Procurement Review,3,5,EMP042,Critical,2024-11-12 18:51:27,2024-11-13 06:37:18,11.7642,6.0,1,0.9607
TASK0138,Purchase Order,Legal,Vendor Confirmation,4,5,EMP031,Critical,2024-11-13 08:33:24,2024-11-13 14:07:53,5.5747,4.0,1,0.3937
TASK0138,Purchase Order,Legal,Delivery,5,5,EMP044,Critical,2024-11-13 14:59:56,2024-11-14 15:40:21,24.6738,24.0,0,0.0281
TASK0139,Budget Approval,Finance,Budget Draft,1,4,EMP027,Low,2024-03-21 09:00:00,2024-03-22 02:47:59,17.7999,6.0,1,1.9667
TASK0139,Budget Approval,Finance,Finance Review,2,4,EMP014,Low,2024-03-22 04:01:34,2024-03-23 03:37:29,23.5986,8.0,1,1.9498
TASK0139,Budget Approval,Finance,CFO Approval,3,4,EMP010,Low,2024-03-23 04:38:06,2024-03-23 16:07:56,11.4971,8.0,1,0.4371
TASK0139,Budget Approval,Finance,Notification,4,4,EMP046,Low,2024-03-23 17:06:04,2024-03-23 20:11:14,3.0861,1.0,1,2.0861
TASK0140,Compliance Audit,Compliance,Audit Initiation,1,5,EMP036,Medium,2024-07-08 10:00:00,2024-07-08 13:26:01,3.4337,2.0,1,0.7169
TASK0140,Compliance Audit,Compliance,Document Gathering,2,5,EMP016,Medium,2024-07-08 14:05:34,2024-07-09 06:29:53,16.4051,8.0,1,1.0506
TASK0140,Compliance Audit,Compliance,Review,3,5,EMP018,Medium,2024-07-09 07:41:52,2024-07-10 13:17:06,29.5875,12.0,1,1.4656
TASK0140,Compliance Audit,Compliance,Finding Report,4,5,EMP010,Medium,2024-07-10 14:27:34,2024-07-11 03:41:34,13.2334,6.0,1,1.2056
TASK0140,Compliance Audit,Compliance,Sign-off,5,5,EMP019,Medium,2024-07-11 04:20:17,2024-07-11 09:26:52,5.1096,3.0,1,0.7032
TASK0141,Policy Update,Compliance,Draft Policy,1,5,EMP037,Medium,2024-03-22 09:00:00,2024-03-22 20:12:47,11.2132,8.0,1,0.4017
TASK0141,Policy Update,Compliance,Stakeholder Review,2,5,EMP013,Medium,2024-03-22 21:47:41,2024-03-24 06:30:42,32.7169,12.0,1,1.7264
TASK0141,Policy Update,Compliance,Legal Check,3,5,EMP032,Medium,2024-03-24 08:09:23,2024-03-24 22:43:37,14.5705,8.0,1,0.8213
TASK0141,Policy Update,Compliance,Management Approval,4,5,EMP030,Medium,2024-03-25 00:43:15,2024-03-25 07:56:27,7.2201,4.0,1,0.805
TASK0141,Policy Update,Compliance,Publication,5,5,EMP020,Medium,2024-03-25 09:11:21,2024-03-25 12:46:18,3.5826,2.0,1,0.7913
TASK0142,Invoice Approval,Compliance,Invoice Submission,1,4,EMP038,Critical,2024-05-03 08:00:00,2024-05-03 09:18:35,1.3099,1.0,1,0.3099
TASK0142,Invoice Approval,Compliance,Finance Review,2,4,EMP004,Critical,2024-05-03 10:20:21,2024-05-03 20:07:41,9.789,8.0,0,0.2236
TASK0142,Invoice Approval,Compliance,Manager Sign-off,3,4,EMP039,Critical,2024-05-03 21:03:00,2024-05-04 00:23:47,3.3463,3.0,0,0.1154
TASK0142,Invoice Approval,Compliance,Payment Processing,4,4,EMP042,Critical,2024-05-04 02:13:12,2024-05-04 08:57:11,6.7331,6.0,0,0.1222
TASK0143,Purchase Order,HR,PO Creation,1,5,EMP017,Low,2024-08-08 08:00:00,2024-08-08 10:50:28,2.8413,2.0,1,0.4206
TASK0143,Purchase Order,HR,Budget Check,2,5,EMP049,Low,2024-08-08 12:25:57,2024-08-08 16:15:22,3.8237,3.0,1,0.2746
TASK0143,Purchase Order,HR,Procurement Review,3,5,EMP003,Low,2024-08-08 17:21:40,2024-08-09 00:43:04,7.3568,6.0,0,0.2261
TASK0143,Purchase Order,HR,Vendor Confirmation,4,5,EMP037,Low,2024-08-09 01:49:07,2024-08-09 07:39:37,5.8418,4.0,1,0.4604
TASK0143,Purchase Order,HR,Delivery,5,5,EMP024,Low,2024-08-09 09:00:11,2024-08-10 17:34:23,32.5698,24.0,1,0.3571
TASK0144,Invoice Approval,Compliance,Invoice Submission,1,4,EMP040,Critical,2024-10-08 09:00:00,2024-10-08 10:38:20,1.639,1.0,1,0.639
TASK0144,Invoice Approval,Compliance,Finance Review,2,4,EMP008,Critical,2024-10-08 12:09:34,2024-10-08 16:53:42,4.7356,8.0,0,-0.408
TASK0144,Invoice Approval,Compliance,Manager Sign-off,3,4,EMP007,Critical,2024-10-08 17:35:17,2024-10-08 22:11:36,4.6052,3.0,1,0.5351
TASK0144,Invoice Approval,Compliance,Payment Processing,4,4,EMP022,Critical,2024-10-08 23:17:03,2024-10-09 08:43:42,9.4441,6.0,1,0.574
TASK0145,Compliance Audit,IT,Audit Initiation,1,5,EMP026,Medium,2024-11-04 10:00:00,2024-11-04 11:10:14,1.1706,2.0,0,-0.4147
TASK0145,Compliance Audit,IT,Document Gathering,2,5,EMP003,Medium,2024-11-04 12:25:14,2024-11-04 19:52:20,7.4517,8.0,0,-0.0685
TASK0145,Compliance Audit,IT,Review,3,5,EMP046,Medium,2024-11-04 20:25:50,2024-11-05 07:32:21,11.1085,12.0,0,-0.0743
TASK0145,Compliance Audit,IT,Finding Report,4,5,EMP031,Medium,2024-11-05 08:32:20,2024-11-05 12:50:59,4.311,6.0,0,-0.2815
TASK0145,Compliance Audit,IT,Sign-off,5,5,EMP010,Medium,2024-11-05 14:07:44,2024-11-05 16:39:44,2.5333,3.0,0,-0.1556
TASK0146,Vendor Registration,IT,Application,1,5,EMP011,High,2024-11-09 09:00:00,2024-11-09 10:19:20,1.3224,2.0,0,-0.3388
TASK0146,Vendor Registration,IT,Document Verification,2,5,EMP040,High,2024-11-09 11:24:42,2024-11-09 16:00:12,4.5915,4.0,0,0.1479
TASK0146,Vendor Registration,IT,Finance Check,3,5,EMP020,High,2024-11-09 17:36:44,2024-11-09 23:40:00,6.0544,6.0,0,0.0091
TASK0146,Vendor Registration,IT,Legal Clearance,4,5,EMP033,High,2024-11-10 01:03:26,2024-11-10 11:43:08,10.6616,10.0,0,0.0662
TASK0146,Vendor Registration,IT,Activation,5,5,EMP035,High,2024-11-10 13:27:41,2024-11-10 15:24:24,1.9454,2.0,0,-0.0273
TASK0147,Policy Update,Operations,Draft Policy,1,5,EMP022,Critical,2024-01-09 09:00:00,2024-01-09 14:12:09,5.2026,8.0,0,-0.3497
TASK0147,Policy Update,Operations,Stakeholder Review,2,5,EMP027,Critical,2024-01-09 15:42:47,2024-01-10 00:44:08,9.0226,12.0,0,-0.2481
TASK0147,Policy Update,Operations,Legal Check,3,5,EMP047,Critical,2024-01-10 02:06:40,2024-01-10 09:29:20,7.3777,8.0,0,-0.0778
TASK0147,Policy Update,Operations,Management Approval,4,5,EMP041,Critical,2024-01-10 11:17:50,2024-01-10 13:50:09,2.5387,4.0,0,-0.3653
TASK0147,Policy Update,Operations,Publication,5,5,EMP031,Critical,2024-01-10 14:22:33,2024-01-10 16:17:43,1.9196,2.0,0,-0.0402
TASK0148,Performance Review,Legal,Self Assessment,1,5,EMP011,Low,2024-10-25 09:00:00,2024-10-25 16:47:46,7.7963,3.0,1,1.5988
TASK0148,Performance Review,Legal,Peer Review,2,5,EMP047,Low,2024-10-25 18:04:57,2024-10-26 04:11:02,10.1014,4.0,1,1.5253
TASK0148,Performance Review,Legal,Manager Evaluation,3,5,EMP025,Low,2024-10-26 05:36:49,2024-10-26 18:05:11,12.4727,4.0,1,2.1182
TASK0148,Performance Review,Legal,HR Processing,4,5,EMP044,Low,2024-10-26 18:48:29,2024-10-27 03:43:32,8.9177,3.0,1,1.9726
TASK0148,Performance Review,Legal,Finalization,5,5,EMP037,Low,2024-10-27 04:35:20,2024-10-27 09:39:17,5.0658,2.0,1,1.5329
TASK0149,Invoice Approval,Legal,Invoice Submission,1,4,EMP027,Low,2024-08-13 09:00:00,2024-08-13 12:21:46,3.363,1.0,1,2.363
TASK0149,Invoice Approval,Legal,Finance Review,2,4,EMP045,Low,2024-08-13 13:05:24,2024-08-14 06:12:29,17.1179,8.0,1,1.1397
TASK0149,Invoice Approval,Legal,Manager Sign-off,3,4,EMP033,Low,2024-08-14 07:00:50,2024-08-14 16:12:46,9.1989,3.0,1,2.0663
TASK0149,Invoice Approval,Legal,Payment Processing,4,4,EMP031,Low,2024-08-14 17:52:30,2024-08-15 12:11:53,18.323,6.0,1,2.0538
TASK0150,System Access Request,HR,Request Submission,1,5,EMP036,Medium,2024-09-22 08:00:00,2024-09-22 08:30:57,0.5159,0.5,0,0.0319
TASK0150,System Access Request,HR,IT Review,2,5,EMP043,Medium,2024-09-22 09:30:12,2024-09-22 13:01:07,3.5152,3.0,0,0.1717
TASK0150,System Access Request,HR,Security Check,3,5,EMP025,Medium,2024-09-22 14:14:10,2024-09-22 17:32:07,3.299,4.0,0,-0.1752
TASK0150,System Access Request,HR,Manager Approval,4,5,EMP012,Medium,2024-09-22 18:30:21,2024-09-22 21:06:45,2.6066,2.0,1,0.3033
TASK0150,System Access Request,HR,Access Grant,5,5,EMP035,Medium,2024-09-22 22:18:07,2024-09-22 23:21:40,1.0593,1.0,0,0.0593
TASK0151,Compliance Audit,Operations,Audit Initiation,1,5,EMP018,Critical,2024-04-08 08:00:00,2024-04-08 09:30:15,1.5044,2.0,0,-0.2478
TASK0151,Compliance Audit,Operations,Document Gathering,2,5,EMP015,Critical,2024-04-08 10:50:29,2024-04-08 18:58:16,8.1299,8.0,0,0.0162
TASK0151,Compliance Audit,Operations,Review,3,5,EMP020,Critical,2024-04-08 20:53:00,2024-04-09 05:32:37,8.66,12.0,0,-0.2783
TASK0151,Compliance Audit,Operations,Finding Report,4,5,EMP046,Critical,2024-04-09 07:12:01,2024-04-09 10:49:14,3.6203,6.0,0,-0.3966
TASK0151,Compliance Audit,Operations,Sign-off,5,5,EMP046,Critical,2024-04-09 11:37:53,2024-04-09 13:22:01,1.7355,3.0,0,-0.4215
TASK0152,Budget Approval,Procurement,Budget Draft,1,4,EMP037,High,2024-05-27 08:00:00,2024-05-27 17:08:56,9.149,6.0,1,0.5248
TASK0152,Budget Approval,Procurement,Finance Review,2,4,EMP025,High,2024-05-27 18:39:50,2024-05-28 02:45:27,8.0938,8.0,0,0.0117
TASK0152,Budget Approval,Procurement,CFO Approval,3,4,EMP026,High,2024-05-28 04:36:04,2024-05-28 19:17:59,14.6984,8.0,1,0.8373
TASK0152,Budget Approval,Procurement,Notification,4,4,EMP050,High,2024-05-28 21:01:38,2024-05-28 21:49:15,0.7937,1.0,0,-0.2063
TASK0153,Purchase Order,HR,PO Creation,1,5,EMP029,High,2024-02-10 09:00:00,2024-02-10 11:30:16,2.5045,2.0,1,0.2522
TASK0153,Purchase Order,HR,Budget Check,2,5,EMP048,High,2024-02-10 12:59:18,2024-02-10 15:54:42,2.9234,3.0,0,-0.0255
TASK0153,Purchase Order,HR,Procurement Review,3,5,EMP013,High,2024-02-10 17:07:49,2024-02-10 22:37:54,5.5015,6.0,0,-0.0831
TASK0153,Purchase Order,HR,Vendor Confirmation,4,5,EMP018,High,2024-02-11 00:22:25,2024-02-11 03:42:22,3.3324,4.0,0,-0.1669
TASK0153,Purchase Order,HR,Delivery,5,5,EMP045,High,2024-02-11 05:36:20,2024-02-12 05:50:13,24.2313,24.0,0,0.0096
TASK0154,Invoice Approval,Legal,Invoice Submission,1,4,EMP034,Medium,2024-01-26 10:00:00,2024-01-26 12:05:03,2.0842,1.0,1,1.0842
TASK0154,Invoice Approval,Legal,Finance Review,2,4,EMP015,Medium,2024-01-26 12:55:21,2024-01-27 09:25:47,20.5071,8.0,1,1.5634
TASK0154,Invoice Approval,Legal,Manager Sign-off,3,4,EMP027,Medium,2024-01-27 10:00:30,2024-01-27 16:27:08,6.4439,3.0,1,1.148
TASK0154,Invoice Approval,Legal,Payment Processing,4,4,EMP031,Medium,2024-01-27 17:26:52,2024-01-28 06:25:35,12.9788,6.0,1,1.1631
TASK0155,IT Support Ticket,HR,Ticket Raised,1,5,EMP031,Medium,2024-07-27 10:00:00,2024-07-27 10:30:36,0.51,0.5,0,0.02
TASK0155,IT Support Ticket,HR,Triage,2,5,EMP013,Medium,2024-07-27 11:43:34,2024-07-27 12:48:49,1.0875,1.0,0,0.0875
TASK0155,IT Support Ticket,HR,Assignment,3,5,EMP019,Medium,2024-07-27 14:26:51,2024-07-27 15:36:54,1.1677,1.0,0,0.1677
TASK0155,IT Support Ticket,HR,Resolution,4,5,EMP042,Medium,2024-07-27 16:35:49,2024-07-27 19:29:31,2.8951,4.0,0,-0.2762
TASK0155,IT Support Ticket,HR,Closure,5,5,EMP050,Medium,2024-07-27 20:04:50,2024-07-27 20:28:56,0.4017,0.5,0,-0.1966
TASK0156,Policy Update,Legal,Draft Policy,1,5,EMP012,Low,2024-03-30 09:00:00,2024-03-31 10:05:11,25.0866,8.0,1,2.1358
TASK0156,Policy Update,Legal,Stakeholder Review,2,5,EMP003,Low,2024-03-31 11:59:14,2024-04-01 21:52:01,33.8795,12.0,1,1.8233
TASK0156,Policy Update,Legal,Legal Check,3,5,EMP026,Low,2024-04-01 23:51:45,2024-04-02 20:53:56,21.0364,8.0,1,1.6295
TASK0156,Policy Update,Legal,Management Approval,4,5,EMP012,Low,2024-04-02 22:34:51,2024-04-03 09:32:28,10.9603,4.0,1,1.7401
TASK0156,Policy Update,Legal,Publication,5,5,EMP019,Low,2024-04-03 11:26:46,2024-04-03 17:17:08,5.8396,2.0,1,1.9198
TASK0157,Employee Onboarding,Operations,Document Collection,1,5,EMP030,Low,2024-06-20 09:00:00,2024-06-20 11:46:59,2.7832,2.0,1,0.3916
TASK0157,Employee Onboarding,Operations,HR Review,2,5,EMP035,Low,2024-06-20 13:46:00,2024-06-20 19:02:07,5.2687,4.0,1,0.3172
TASK0157,Employee Onboarding,Operations,IT Setup,3,5,EMP009,Low,2024-06-20 20:19:19,2024-06-21 01:11:07,4.8633,3.0,1,0.6211
TASK0157,Employee Onboarding,Operations,Manager Approval,4,5,EMP030,Low,2024-06-21 02:57:42,2024-06-21 05:28:16,2.5095,2.0,1,0.2547
TASK0157,Employee Onboarding,Operations,Orientation,5,5,EMP008,Low,2024-06-21 06:22:50,2024-06-21 13:07:48,6.7495,4.0,1,0.6874
TASK0158,System Access Request,Management,Request Submission,1,5,EMP048,High,2024-04-05 08:00:00,2024-04-05 08:31:57,0.5325,0.5,0,0.0651
TASK0158,System Access Request,Management,IT Review,2,5,EMP019,High,2024-04-05 09:32:17,2024-04-05 15:22:49,5.8423,3.0,1,0.9474
TASK0158,System Access Request,Management,Security Check,3,5,EMP049,High,2024-04-05 16:43:55,2024-04-05 23:48:09,7.0706,4.0,1,0.7676
TASK0158,System Access Request,Management,Manager Approval,4,5,EMP040,High,2024-04-06 00:35:32,2024-04-06 03:59:16,3.3954,2.0,1,0.6977
TASK0158,System Access Request,Management,Access Grant,5,5,EMP026,High,2024-04-06 05:46:19,2024-04-06 07:42:16,1.9324,1.0,1,0.9324
TASK0159,Vendor Registration,Procurement,Application,1,5,EMP007,Low,2024-07-24 10:00:00,2024-07-24 15:32:44,5.5457,2.0,1,1.7728
TASK0159,Vendor Registration,Procurement,Document Verification,2,5,EMP009,Low,2024-07-24 16:19:22,2024-07-25 02:19:50,10.0079,4.0,1,1.502
TASK0159,Vendor Registration,Procurement,Finance Check,3,5,EMP016,Low,2024-07-25 03:32:48,2024-07-25 11:25:55,7.8852,6.0,1,0.3142
TASK0159,Vendor Registration,Procurement,Legal Clearance,4,5,EMP025,Low,2024-07-25 11:56:32,2024-07-26 03:25:09,15.477,10.0,1,0.5477
TASK0159,Vendor Registration,Procurement,Activation,5,5,EMP049,Low,2024-07-26 04:16:21,2024-07-26 07:54:45,3.6402,2.0,1,0.8201
TASK0160,Compliance Audit,Operations,Audit Initiation,1,5,EMP024,Low,2024-05-13 10:00:00,2024-05-13 13:08:10,3.1363,2.0,1,0.5681
TASK0160,Compliance Audit,Operations,Document Gathering,2,5,EMP004,Low,2024-05-13 14:40:31,2024-05-14 04:26:51,13.7721,8.0,1,0.7215
TASK0160,Compliance Audit,Operations,Review,3,5,EMP030,Low,2024-05-14 05:56:57,2024-05-14 21:57:07,16.0028,12.0,1,0.3336
TASK0160,Compliance Audit,Operations,Finding Report,4,5,EMP026,Low,2024-05-14 22:54:43,2024-05-15 08:37:18,9.7096,6.0,1,0.6183
TASK0160,Compliance Audit,Operations,Sign-off,5,5,EMP046,Low,2024-05-15 10:09:03,2024-05-15 14:07:26,3.973,3.0,1,0.3243
TASK0161,System Access Request,Finance,Request Submission,1,5,EMP015,High,2024-07-07 10:00:00,2024-07-07 10:53:42,0.8953,0.5,1,0.7905
TASK0161,System Access Request,Finance,IT Review,2,5,EMP009,High,2024-07-07 11:43:26,2024-07-07 16:07:19,4.3982,3.0,1,0.4661
TASK0161,System Access Request,Finance,Security Check,3,5,EMP030,High,2024-07-07 17:20:22,2024-07-07 23:59:33,6.6533,4.0,1,0.6633
TASK0161,System Access Request,Finance,Manager Approval,4,5,EMP039,High,2024-07-08 01:36:51,2024-07-08 04:35:28,2.977,2.0,1,0.4885
TASK0161,System Access Request,Finance,Access Grant,5,5,EMP045,High,2024-07-08 05:39:06,2024-07-08 07:17:37,1.6418,1.0,1,0.6418
TASK0162,Budget Approval,Legal,Budget Draft,1,4,EMP006,Medium,2024-12-14 10:00:00,2024-12-15 01:15:18,15.2552,6.0,1,1.5425
TASK0162,Budget Approval,Legal,Finance Review,2,4,EMP034,Medium,2024-12-15 02:32:36,2024-12-15 16:09:12,13.61,8.0,1,0.7013
TASK0162,Budget Approval,Legal,CFO Approval,3,4,EMP005,Medium,2024-12-15 17:42:32,2024-12-16 19:21:14,25.6448,8.0,1,2.2056
TASK0162,Budget Approval,Legal,Notification,4,4,EMP008,Medium,2024-12-16 21:13:47,2024-12-16 23:32:13,2.3072,1.0,1,1.3072
TASK0163,Vendor Registration,Legal,Application,1,5,EMP034,Medium,2024-03-25 09:00:00,2024-03-25 13:21:18,4.3553,2.0,1,1.1776
TASK0163,Vendor Registration,Legal,Document Verification,2,5,EMP044,Medium,2024-03-25 14:31:04,2024-03-25 21:28:33,6.958,4.0,1,0.7395
TASK0163,Vendor Registration,Legal,Finance Check,3,5,EMP038,Medium,2024-03-25 22:17:02,2024-03-26 12:38:55,14.3648,6.0,1,1.3941
TASK0163,Vendor Registration,Legal,Legal Clearance,4,5,EMP033,Medium,2024-03-26 13:52:55,2024-03-27 08:27:51,18.5823,10.0,1,0.8582
TASK0163,Vendor Registration,Legal,Activation,5,5,EMP004,Medium,2024-03-27 09:37:57,2024-03-27 13:56:06,4.3025,2.0,1,1.1512
TASK0164,Vendor Registration,Compliance,Application,1,5,EMP036,Critical,2024-10-15 08:00:00,2024-10-15 11:48:37,3.8103,2.0,1,0.9051
TASK0164,Vendor Registration,Compliance,Document Verification,2,5,EMP020,Critical,2024-10-15 13:00:13,2024-10-15 17:56:49,4.9432,4.0,0,0.2358
TASK0164,Vendor Registration,Compliance,Finance Check,3,5,EMP026,Critical,2024-10-15 19:31:54,2024-10-16 04:49:46,9.2977,6.0,1,0.5496
TASK0164,Vendor Registration,Compliance,Legal Clearance,4,5,EMP001,Critical,2024-10-16 05:42:40,2024-10-16 16:32:21,10.828,10.0,0,0.0828
TASK0164,Vendor Registration,Compliance,Activation,5,5,EMP038,Critical,2024-10-16 18:09:28,2024-10-16 20:39:37,2.5024,2.0,1,0.2512
TASK0165,Leave Request,Procurement,Request Submission,1,3,EMP005,Low,2024-10-04 08:00:00,2024-10-04 09:24:29,1.4083,0.5,1,1.8167
TASK0165,Leave Request,Procurement,Manager Approval,2,3,EMP031,Low,2024-10-04 11:23:15,2024-10-04 15:01:33,3.6384,2.0,1,0.8192
TASK0165,Leave Request,Procurement,HR Confirmation,3,3,EMP027,Low,2024-10-04 15:34:24,2024-10-04 18:24:26,2.834,1.0,1,1.834
TASK0166,IT Support Ticket,Compliance,Ticket Raised,1,5,EMP025,High,2024-07-14 09:00:00,2024-07-14 09:52:23,0.8733,0.5,1,0.7466
TASK0166,IT Support Ticket,Compliance,Triage,2,5,EMP044,High,2024-07-14 10:56:12,2024-07-14 12:17:40,1.3579,1.0,1,0.3579
